PK,BLOCK_ID,A6,A20,대장구분코드,대장구분코드명,대지위치,도로명대지위치,법정동코드,대지구분코드,번,지,외필지수,새주소법정동코드,건축면적.m.2.,건폐율...,연면적.m.2.,용적률산정연면적.m.2.,용적률...,구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수.세대.,높이.m.,지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적.m.2.,총동연면적.m.2.,옥내기계식대수.대.,옥내기계식면적.m.2.,옥외기계식대수.대.,옥외기계식면적.m.2.,옥내자주식대수.대.,옥내자주식면적.m.2.,옥외자주식대수.대.,옥외자주식면적.m.2.,사용승인일,Aging,토지면적,yongdo,CHECK
224411,1747,1,N,2,집합,경기도 부천시 고강동 356-11번지, 경기도 부천시 고강로152번길 18-1,12100,0,356,11,0,12101,84.92,37.74,254.76,169.84,75.48,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,254.76,0,0,0,0,0,0,0,0,19890704,1,225.14,제2종일반주거지역,0
224421,1747,1,N,2,집합,경기도 부천시 고강동 356-21번지, 경기도 부천시 고강로132번가길 29,12100,0,356,21,0,12101,78.66,37.53,235.98,157.32,75.06,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.85,2,1,0,0,0,0,235.98,0,0,0,0,0,0,0,0,19900712,1,209.6,제2종일반주거지역,0
224407,1747,1,N,2,집합,경기도 부천시 고강동 356-5번지, 경기도 부천시 고강로146번길 15,12100,0,356,5,0,12101,123.24,48.44,534.78,470.88,185.09,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택(8세대),10,(철근)콘크리트,슬라브,8,12.8,4,1,0,0,0,0,534.78,0,0,0,0,2,53.82,3,34.5,19991209,0,254.56,제2종일반주거지역,0
224412,1747,1,N,2,집합,경기도 부천시 고강동 356-12번지, 경기도 부천시 고강로152번길 16-1,12100,0,356,12,0,12101,75.36,37.79,226.08,150.72,75.59,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,226.08,0,0,0,0,0,0,0,0,19890704,1,199.35,제2종일반주거지역,0
224410,1747,1,N,2,집합,경기도 부천시 고강동 356-10번지, 경기도 부천시 고강로152번길 18,12100,0,356,10,0,12101,80.48,37.87,241.44,160.96,75.75,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,241.44,0,0,0,0,0,0,0,0,19890722,1,212.58,제2종일반주거지역,0
224415,1747,1,N,2,집합,경기도 부천시 고강동 356-15번지, 경기도 부천시 고강로 148-1,12100,0,356,15,0,12102,82.38,36.79,247.14,164.76,73.59,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,247.14,0,0,0,0,0,0,0,0,19891229,1,223.82,제2종일반주거지역,0
224413,1747,1,N,2,집합,경기도 부천시 고강동 356-13번지, 경기도 부천시 고강로152번길 10-2,12100,0,356,13,0,12101,75.8,37.98,227.4,151.6,75.95,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,227.4,0,0,0,0,0,0,0,0,19890718,1,199.68,제2종일반주거지역,0
224409,1747,1,N,2,집합,경기도 부천시 고강동 356-8번지, 경기도 부천시 고강로152번길 16,12100,0,356,8,0,12101,79.52,37.9,238.56,159.04,75.81,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,238.56,0,0,0,0,0,0,0,0,19890722,1,209.93,제2종일반주거지역,0
224418,1747,1,N,2,집합,경기도 부천시 고강동 356-18번지, 경기도 부천시 고강로152번길 8-1,12100,0,356,18,0,12101,80.28,29.57,240.84,160.56,59.14,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,240.84,0,0,0,0,0,0,0,0,19900414,1,271.42,제2종일반주거지역,0
224405,1747,1,N,2,집합,경기도 부천시 고강동 356-1번지, 경기도 부천시 고강로146번길 7,12100,0,356,1,0,12101,50.91,42.35,152.73,101.82,84.71,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,3,0,2,1,0,0,0,0,152.73,0,0,0,0,0,0,0,0,19890622,1,120.34,제2종일반주거지역,0
224408,1747,1,N,2,집합,경기도 부천시 고강동 356-6번지, 경기도 부천시 고강로152번길 10,12100,0,356,6,0,12101,80.48,37.89,241.44,160.96,75.78,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,241.44,0,0,0,0,0,0,0,0,19890704,1,212.58,제2종일반주거지역,0
15302,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
100218229,1756,1,N,2,집합,경기도 부천시 역곡동 50-4번지, 경기도 부천시 부일로 707-1,10700,0,50,4,0,10703,178.18,51.68,687.85,687.85,199.49,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,(철근)콘크리트,26,17.36,5,0,1,0,0,0,687.85,0,0,0,0,0,0,8,92,20120326,0,344.82,제2종일반주거지역,0
15299,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15303,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15300,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
100215391,1756,1,N,2,집합,경기도 부천시 역곡동 50-7번지, 경기도 부천시 부일로 703,10700,0,50,7,0,10703,190.71,49.79,673.01,673.01,175.72,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택,제2종근린생활시설",10,(철근)콘크리트,평스라브,24,16.15,5,0,1,0,0,0,673.01,0,0,0,0,3,112.96,5,58.5,20111229,0,383.17,제2종일반주거지역,0
100241270,1756,1,N,2,집합,경기도 부천시 역곡동 50-12번지, 경기도 부천시 부일로699번길 10,10700,0,50,12,0,10701,124.6,58.97,406.67,406.67,192.46,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택,제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,9,15.1,5,0,0,0,0,0,406.67,0,0,0,0,5,63.83,0,0,20141016,0,211.25,제2종일반주거지역,0
15298,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15293,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15297,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15295,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15301,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15296,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15305,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,49.29,1.83,98.58,98.58,3.66,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,0,2,0,0,0,0,0,98.58,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
100190623,1756,1,N,2,집합,경기도 부천시 역곡동 50-10번지, 경기도 부천시 부일로699번길 8,10700,0,50,10,0,10701,100.42,59.77,335.56,335.56,199.74,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,다세대주택,10,(철근)콘크리트,(철근)콘크리트,6,14.3,5,0,0,0,0,0,335.56,0,0,0,0,2,42.4,4,46,20081217,0,167.94,제2종일반주거지역,0
15294,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
15306,1756,1,N,2,집합,경기도 부천시 역곡동 50-1번지, 경기도 부천시 부일로711번길 11,10700,0,50,1,0,10701,77.98,2.9,193.15,155.96,5.8,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,4,0,2,1,0,0,0,0,193.15,0,0,0,0,0,0,0,0,19820313,1,2687.12,제2종일반주거지역,0
100192453,1756,1,Y,2,집합,경기도 부천시 역곡동 50-8번지, 경기도 부천시 부일로 701-1,10700,0,50,8,0,10703,222.25,51.26,715.44,715.44,165,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,다세대주택및제1종근린생활시설,10,(철근)콘크리트,평슬라브,12,14.8,5,0,0,0,0,0,715.44,0,0,0,0,4,130.31,8,97,20090501,0,433.75,제2종일반주거지역,0
100192467,1756,1,Y,2,집합,경기도 부천시 역곡동 50-9번지, 경기도 부천시 부일로 701,10700,0,50,9,0,10703,222.25,51.03,715.44,715.44,164.28,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,다세대주택및제1.2종근린생활시설,10,(철근)콘크리트,평슬라브,12,14.8,5,0,0,0,0,0,715.44,0,0,0,0,4,130.31,8,97,20090501,0,435.4,제2종일반주거지역,0
100206008,1757,1,,2,집합,경기도 부천시 역곡동 46-13번지, 경기도 부천시 부일로 683,10700,0,46,13,0,10703,133.42,0,516.41,516.41,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,(철근)콘크리트,8,15.5,5,0,0,0,0,0,516.41,0,0,0,0,0,0,0,0,20101230,0,486.31,제2종일반주거지역,0
100206017,1757,1,,2,집합,경기도 부천시 역곡동 46-13번지, 경기도 부천시 부일로 683,10700,0,46,13,0,10703,133.45,0,452.29,452.29,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,(철근)콘크리트,8,14.6,5,0,0,0,0,0,452.29,0,0,0,0,14,236.07,2,23,20101230,0,486.31,제2종일반주거지역,0
15269,1757,1,N,2,집합,경기도 부천시 역곡동 46-25번지, 경기도 부천시 지봉로 32,10700,0,46,25,1,10701,0,0,245.2,0,0,11,벽돌구조,"연와조, 시멘트벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,6,0,2,1,0,0,1,1,245.2,0,0,0,0,0,0,0,0,19870814,1,210.92,제2종일반주거지역,0
15270,1757,1,N,2,집합,경기도 부천시 역곡동 46-26번지, 경기도 부천시 지봉로 30-2,10700,0,46,26,1,10701,0,0,195.36,0,0,11,벽돌구조,"연와조, 시멘트벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,6,0,2,1,0,0,1,1.2,195.36,0,0,0,0,0,0,0,0,19870814,1,166.95,제2종일반주거지역,0
15258,1757,1,N,2,집합,경기도 부천시 역곡동 46-1번지, 경기도 부천시 부일로685번길 13,10700,0,46,1,3,10701,169.32,0,1018.138,846.6,0,21,철근콘크리트구조,"철근콘크리트조, 연와조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,20,0,5,1,0,0,0,0,1018.138,0,0,0,0,0,0,0,0,19861204,1,4030.68,제2종일반주거지역,0
15267,1757,1,N,2,집합,경기도 부천시 역곡동 46-21번지, 경기도 부천시 지봉로 28-3,10700,0,46,21,1,10701,0,0,230.22,0,0,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,6,0,2,1,0,0,1,1.8,230.22,0,0,0,0,0,0,0,0,19870611,1,193.07,제2종일반주거지역,0
15266,1757,1,N,2,집합,경기도 부천시 역곡동 46-20번지, 경기도 부천시 지봉로 28-2,10700,0,46,20,1,10701,0,0,223.2,0,0,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,6,0,2,1,0,0,1,1.8,223.2,0,0,0,0,0,0,0,0,19870604,1,193.07,제2종일반주거지역,0
100252713,1757,1,N,2,집합,경기도 부천시 역곡동 46-6번지, 경기도 부천시 부일로685번길 7,10700,0,46,6,0,10701,256.8,59.64,710.62,710.62,165.03,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,다세대주택,10,(철근)콘크리트,철근콘크리트평스라브,14,15.2,5,0,1,0,0,0,710.62,0,0,0,0,14,188.33,0,0,20151229,0,430.77,제2종일반주거지역,0
15260,1757,1,N,2,집합,경기도 부천시 역곡동 46-1번지, 경기도 부천시 부일로685번길 13,10700,0,46,1,3,10701,258.96,0,1557.161,1294.8,0,21,철근콘크리트구조,"철근콘크리트조, 연와조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,30,0,5,1,0,0,0,0,1557.161,0,0,0,0,0,0,0,0,19861204,1,4030.68,제2종일반주거지역,0
15257,1757,1,N,2,집합,경기도 부천시 역곡동 46-1번지, 경기도 부천시 부일로685번길 13,10700,0,46,1,3,10701,258.96,0,1557.159,1294.8,0,21,철근콘크리트구조,"철근콘크리트조, 연와조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,30,0,5,1,0,0,0,0,1557.159,0,0,0,0,0,0,0,0,19861204,1,4030.68,제2종일반주거지역,0
15261,1757,1,N,2,집합,경기도 부천시 역곡동 46-1번지, 경기도 부천시 부일로685번길 13,10700,0,46,1,3,10701,182.4,0,726.252,547.2,0,21,철근콘크리트구조,"철근콘크리트조, 연와조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,12,0,3,1,0,0,0,0,726.252,0,0,0,0,0,0,0,0,19861204,1,4030.68,제2종일반주거지역,0
15259,1757,1,N,2,집합,경기도 부천시 역곡동 46-1번지, 경기도 부천시 부일로685번길 13,10700,0,46,1,3,10701,234.55,0,1396.83,1172.75,0,21,철근콘크리트구조,"철근콘크리트조, 연와조",2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,25,0,5,1,0,0,0,0,1396.83,0,0,0,0,0,0,0,0,19861204,1,4030.68,제2종일반주거지역,0
15263,1757,1,N,2,집합,경기도 부천시 역곡동 46-11번지, 경기도 부천시 지봉로 30,10700,0,46,11,1,10701,0,0,173.52,0,0,11,벽돌구조,연와조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19870618,1,333.58,제2종일반주거지역,0
9550,1767,1,N,2,집합,경기도 부천시 춘의동 212-4번지, 경기도 부천시 조마루로371번길 26,10300,0,212,4,0,10301,92.4,56.97,278.64,184.8,113.93,11,벽돌구조,연DHK조스라브,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19860829,1,162.32,제2종일반주거지역,0
9551,1767,1,N,2,집합,경기도 부천시 춘의동 212-5번지, 경기도 부천시 조마루로371번길 24,10300,0,212,5,0,10301,92.4,56.97,278.64,184.8,113.93,11,벽돌구조,연와조스라브,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19860829,1,162.32,제2종일반주거지역,0
9553,1767,1,N,2,집합,경기도 부천시 춘의동 212-7번지, 경기도 부천시 조마루로371번길 18,10300,0,212,7,0,10301,92.4,56.97,278.64,184.8,113.93,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19860829,1,162.32,제2종일반주거지역,0
9552,1767,1,N,2,집합,경기도 부천시 춘의동 212-6번지, 경기도 부천시 조마루로371번길 22,10300,0,212,6,0,10301,92.4,56.97,278.64,184.8,113.93,11,벽돌구조,연와조스라브,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19860829,1,162.32,제2종일반주거지역,0
7939,1777,1,N,2,집합,경기도 부천시 심곡동 370-3번지, 경기도 부천시 신흥로92번길 68,10200,0,370,3,0,10201,359.01,0,825.13,718.02,0,11,벽돌구조,세멘벽돌,2000,공동주택,연립주택,10,(철근)콘크리트,스라브,12,0,2,1,0,0,0,0,825.13,0,0,0,0,0,0,0,0,19781031,1,2065.59,준주거지역,0
7938,1777,1,N,2,집합,경기도 부천시 심곡동 370-3번지, 경기도 부천시 신흥로92번길 68,10200,0,370,3,0,10201,359.01,0,825.13,718.02,0,11,벽돌구조,세멘벽돌,2000,공동주택,연립주택,10,(철근)콘크리트,스라브,12,0,2,1,0,0,0,0,825.13,0,0,0,0,0,0,0,0,19781031,1,2065.59,준주거지역,0
7941,1777,1,N,2,집합,경기도 부천시 심곡동 370-5번지, 경기도 부천시 장말로351번길 20,10200,0,370,5,0,10201,158.24,79.4,592.84,592.84,297.46,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,콘크리트평슬래브,8,13.5,5,0,0,0,0,0,0,0,0,0,0,6,146.16,0,0,20021024,0,199.35,준주거지역,0
100240886,1777,1,N,2,집합,경기도 부천시 심곡동 370-12번지, 경기도 부천시 장말로351번길 16,10200,0,370,12,1,10201,119.74,61.15,636.51,636.51,325.08,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,평스라브,8,20.6,7,0,1,0,0,0,636.51,0,0,0,0,0,0,7,80.5,20140923,0,195.72,준주거지역,0
7940,1777,1,N,2,집합,경기도 부천시 심곡동 370-3번지, 경기도 부천시 신흥로92번길 68,10200,0,370,3,0,10201,359.01,0,825.13,718.02,0,11,벽돌구조,세멘벽돌,2000,공동주택,연립주택,10,(철근)콘크리트,스라브,12,0,2,1,0,0,0,0,825.13,0,0,0,0,0,0,0,0,19781031,1,2065.59,준주거지역,0
7937,1777,1,N,2,집합,경기도 부천시 심곡동 370-1번지, 경기도 부천시 신흥로92번길 76,10200,0,370,1,0,10201,316.83,0,1047.88,950.49,0,11,벽돌구조,세멘벽돌조,2000,공동주택,공동주택,30,슬레이트,스라브,15,0,3,1,0,0,0,0,1047.88,0,0,0,0,0,0,0,0,19790619,1,1993.19,준주거지역,0
7935,1777,1,N,2,집합,경기도 부천시 심곡동 370-1번지, 경기도 부천시 신흥로92번길 76,10200,0,370,1,0,10201,316.83,0,1047.88,950.49,0,11,벽돌구조,세멘벽돌조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,15,0,3,1,0,0,0,0,1047.88,0,0,0,0,0,0,0,0,19790419,1,1993.19,준주거지역,0
7934,1777,1,N,2,집합,경기도 부천시 심곡동 370-1번지, 경기도 부천시 신흥로92번길 76,10200,0,370,1,0,10201,310.28,0,1029.95,930.84,0,11,벽돌구조,세멘벽돌조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,12,0,3,1,0,0,0,0,1029.95,0,0,0,0,0,0,0,0,19790619,1,1993.19,준주거지역,0
3415,1792,1,N,2,집합,경기도 부천시 원미동 115-2번지, 경기도 부천시 원미로 103,10100,0,115,2,0,10101,249.12,0,833.71,747.36,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,12,0,3,1,0,0,0,0,833.71,0,0,0,0,0,0,0,0,19790531,1,1168.67,제2종일반주거지역,0
3412,1792,1,N,2,집합,경기도 부천시 원미동 115-1번지, 경기도 부천시 원미로 111,10100,0,115,1,0,10101,495.6,0,1657.91,1486.8,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,22,0,3,1,0,0,0,0,1657.91,0,0,0,0,0,0,0,0,19781223,1,2157.16,제2종일반주거지역,0
3413,1792,1,N,2,집합,경기도 부천시 원미동 115-1번지, 경기도 부천시 원미로 111,10100,0,115,1,0,10101,521.79,0,1660.57,1498.19,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택,제1,2종근린생활시설",10,(철근)콘크리트,슬라브,17,0,3,1,0,0,0,0,1660.57,0,0,0,0,0,0,0,0,19781223,1,2157.16,제2종일반주거지역,0
3416,1792,1,N,2,집합,경기도 부천시 원미동 116-1번지, 경기도 부천시 조종로 52,10100,0,116,1,0,10101,406.61,0,885.95,813.22,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,7,0,2,1,0,0,0,0,885.95,0,0,0,0,0,0,0,0,19780904,1,1317.44,제2종일반주거지역,0
3418,1792,1,N,2,집합,경기도 부천시 원미동 116-3번지, 경기도 부천시 조종로50번길 11,10100,0,116,3,0,10101,400,0,877.69,800,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택, 제1.2종근린생활시설",10,(철근)콘크리트,슬라브,7,0,2,1,0,0,0,0,877.69,0,0,0,0,0,0,0,0,19780904,1,1230.16,제2종일반주거지역,0
3414,1792,1,N,2,집합,경기도 부천시 원미동 115-2번지, 경기도 부천시 원미로 103,10100,0,115,2,0,10101,249.12,0,833.71,747.36,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,8,0,3,1,0,0,0,0,833.71,0,0,0,0,0,0,0,0,19790531,1,1168.67,제2종일반주거지역,0
3419,1792,1,N,2,집합,경기도 부천시 원미동 116-3번지, 경기도 부천시 조종로50번길 11,10100,0,116,3,0,10101,358.68,0,809.92,717.36,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,14,0,2,1,0,0,0,0,809.92,0,0,0,0,0,0,0,0,19780904,1,1230.16,제2종일반주거지역,0
3417,1792,1,N,2,집합,경기도 부천시 원미동 116-1번지, 경기도 부천시 조종로 52,10100,0,116,1,0,10101,428.1,0,960.33,856.2,0,11,벽돌구조,시멘트벽돌조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,15,0,2,1,0,0,0,0,960.33,0,0,0,0,0,0,0,0,19780904,1,1317.44,제2종일반주거지역,0
15156,1822,1,N,2,집합,경기도 부천시 역곡동 23-1번지, 경기도 부천시 부일로 653,10700,0,23,1,0,10703,330.08,4.15,1805.7682,1538.95,19.35,21,철근콘크리트구조,"철근콘크리트조,세멘벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,20,0,5,1,0,0,2,1.75,0,0,0,0,0,0,0,0,0,19861224,1,7952.91,제2종일반주거지역,0
15158,1822,1,N,2,집합,경기도 부천시 역곡동 23-1번지, 경기도 부천시 부일로 653,10700,0,23,1,0,10703,215.62,2.71,1168.8266,1007.92,12.67,21,철근콘크리트구조,"철근콘크리트조,세멘벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,20,0,5,1,0,0,2,1.102,0,0,0,0,0,0,0,0,0,19861224,1,7952.91,제2종일반주거지역,0
15161,1822,1,N,2,집합,경기도 부천시 역곡동 23-2번지, 경기도 부천시 부일로651번길 22,10700,0,23,2,0,10701,108.87,38.3,326.61,217.74,7661,11,벽돌구조,연와조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19871230,1,284.32,제2종일반주거지역,0
100227929,1822,1,N,2,집합,경기도 부천시 역곡동 23번지, 경기도 부천시 소사로300번길 152,10700,0,23,0,0,10702,165.4,56.82,581.74,581.74,199.84,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택및제1종근린생활시설,10,(철근)콘크리트,평스라브,8,17.4,6,0,0,0,0,0,581.74,0,0,0,0,6,142.6,3,34.5,20130327,0,291.26,제2종일반주거지역,0
15159,1822,1,N,2,집합,경기도 부천시 역곡동 23-1번지, 경기도 부천시 부일로 653,10700,0,23,1,0,10703,330.08,4.15,1805.7682,1538.95,19.35,21,철근콘크리트구조,"철근콘크리트조,세멘벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,20,0,5,1,0,0,2,1.75,0,0,0,0,0,0,0,0,0,19861224,1,7952.91,제2종일반주거지역,0
15157,1822,1,N,2,집합,경기도 부천시 역곡동 23-1번지, 경기도 부천시 부일로 653,10700,0,23,1,0,10703,495.1323,6.22,2708.6523,2308.4373,29.02,21,철근콘크리트구조,"철근콘크리트조,세멘벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,30,0,5,1,0,0,2,2.625,0,0,0,0,0,0,0,0,0,19861224,1,7952.91,제2종일반주거지역,0
15160,1822,1,N,2,집합,경기도 부천시 역곡동 23-1번지, 경기도 부천시 부일로 653,10700,0,23,1,0,10703,642.1,8.07,3489.3847,3001.97,37.74,21,철근콘크리트구조,"철근콘크리트조,세멘벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,60,0,5,1,0,0,2,3.273,0,0,0,0,0,0,0,0,0,19861224,1,7952.91,제2종일반주거지역,0
