PK,BLOCK_ID,A6,A20,대장구분코드,대장구분코드명,대지위치,도로명대지위치,법정동코드,대지구분코드,번,지,외필지수,새주소법정동코드,건축면적.m.2.,건폐율...,연면적.m.2.,용적률산정연면적.m.2.,용적률...,구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수.세대.,높이.m.,지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적.m.2.,총동연면적.m.2.,옥내기계식대수.대.,옥내기계식면적.m.2.,옥외기계식대수.대.,옥외기계식면적.m.2.,옥내자주식대수.대.,옥내자주식면적.m.2.,옥외자주식대수.대.,옥외자주식면적.m.2.,사용승인일,Aging,토지면적,yongdo,CHECK
225396,58,1,N,2,집합,경기도 부천시 고강동 576번지, 경기도 부천시 지양로176번길 25,12100,0,576,0,0,12101,163.97,59.58,659.96,636.56,231.31,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,12,11.6,4,1,0,0,0,0,659.96,0,0,0,0,6,69,0,0,20010518,0,275.06,제1종일반주거지역,0
225382,58,1,N,2,집합,경기도 부천시 고강동 573-3번지, 경기도 부천시 지양로172번길 11-1,12100,0,573,3,0,12101,77.84,37.69,233.52,155.68,75.39,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.85,2,1,0,0,0,0,233.52,0,0,0,0,0,0,0,0,19910110,1,206.62,제1종일반주거지역,0
225383,58,1,N,2,집합,경기도 부천시 고강동 573-4번지, 경기도 부천시 지양로172번길 15-1,12100,0,573,4,0,12101,80.78,38.1,242.34,161.56,76.21,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브위기와,6,0,2,1,0,0,0,0,242.34,0,0,0,0,0,0,0,0,19891206,1,211.91,제1종일반주거지역,0
225384,58,1,N,2,집합,경기도 부천시 고강동 574-1번지, 경기도 부천시 지양로170번길 29-7,12100,0,574,1,0,12101,77.31,38.69,231.93,154.62,77.39,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,평스라브,6,7.7,2,1,0,0,0,0,231.93,0,0,0,0,0,0,0,0,19900510,1,199.68,제1종일반주거지역,0
225395,58,1,N,2,집합,경기도 부천시 고강동 575-1번지, 경기도 부천시 지양로176번길 29,12100,0,575,1,0,12101,91.64,53.28,347.39,347.39,201.97,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,콘크리트슬라브,8,12.65,5,0,0,0,0,0,347.39,0,0,0,0,4,99.66,0,0,20011205,0,171.91,제1종일반주거지역,0
100260971,58,1,Y,2,집합,경기도 부천시 고강동 561-1번지, 경기도 부천시 지양로158번길 39,12100,0,561,1,0,12101,128.68,59.57,399.65,399.65,185.02,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(단지형다세대) 및 제1종근린생활시설,10,(철근)콘크리트,평스라브,8,15.4,5,0,1,0,0,0,399.65,0,0,0,0,0,0,8,92,20160729,0,215.88,제1종일반주거지역,0
225380,58,1,N,2,집합,경기도 부천시 고강동 573-1번지, 경기도 부천시 지양로172번길 15,12100,0,573,1,0,12101,81.76,38.75,245.28,163.52,77.5,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브위기와,6,0,2,1,0,0,0,0,245.28,0,0,0,0,0,0,0,0,19891204,1,210.92,제1종일반주거지역,0
225379,58,1,N,2,집합,경기도 부천시 고강동 573번지, 경기도 부천시 지양로172번길 19,12100,0,573,0,1,12101,159.86,37.79,658.32,527.52,124.71,21,철근콘크리트구조,철근콘크리트,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,15,12.1,4,1,0,0,0,0,658.32,0,0,0,0,0,0,5,57.5,19951020,0,423.17,제1종일반주거지역,0
225257,58,1,N,2,집합,경기도 부천시 고강동 425-25번지, 경기도 부천시 지양로158번길 63-9,12100,0,425,25,0,12101,1110.8575,36.15,5851.125,4633.52,150.78,21,철근콘크리트구조,철근콘크리트벽식구조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,58,14.8,6,1,0,0,1,7.2,5851.125,0,0,0,0,18,0,20,230,19961120,0,3073.26,제1종일반주거지역,0
225381,58,1,N,2,집합,경기도 부천시 고강동 573-2번지, 경기도 부천시 지양로172번길 11,12100,0,573,2,0,12101,80.88,38.33,242.64,161.76,76.66,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,242.64,0,0,0,0,0,0,0,0,19900116,1,210.92,제1종일반주거지역,0
100201476,58,1,,2,집합,경기도 부천시 고강동 560-2번지, 경기도 부천시 지양로158번길 27,12100,0,560,2,0,12101,123.1,58.48,315.24,315.24,149.76,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택(다세대주택),근린생활시설",10,(철근)콘크리트,평스라브,6,10.5,4,0,0,0,0,0,315.24,0,0,0,0,2,23,4,46,20100510,0,210.59,제1종일반주거지역,0
100247385,58,1,N,2,집합,경기도 부천시 고강동 559-1번지, 경기도 부천시 지양로158번길 17,12100,0,559,1,1,12101,117,59.57,288.78,288.78,147.04,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택)및제1종근린생활시설,10,(철근)콘크리트,(철근)콘크리트(스라브),6,12.7,4,0,0,0,0,0,288.78,0,0,0,0,0,0,6,69.5,20150714,0,196.38,제1종일반주거지역,0
225397,58,1,N,2,집합,경기도 부천시 고강동 576-3번지, 경기도 부천시 지양로178번길 12,12100,0,576,3,0,12101,135.36,39.65,650.88,515.52,151,21,철근콘크리트구조,철근콘크리트,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,12,11.9,4,1,0,0,0,0,650.88,0,0,0,0,0,0,4,64.8,19940430,0,341.51,제1종일반주거지역,0
225393,58,1,N,2,집합,경기도 부천시 고강동 574-11번지, 경기도 부천시 지양로176번길 36,12100,0,574,11,0,12101,171.53,39.58,601.07,601.07,138.69,21,철근콘크리트구조,R.C,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,12,12.4,4,0,0,0,0,0,601.07,0,0,0,0,0,0,6,69,19980423,0,433.42,제1종일반주거지역,0
225394,58,1,N,2,집합,경기도 부천시 고강동 575번지, 경기도 부천시 지양로176번길 31,12100,0,575,0,0,12101,69.7,59.17,317.35,251.92,213.85,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,평스라브,4,13.4,5,1,0,0,0,0,317.35,0,0,0,0,3,55.35,0,0,20061226,0,117.69,제1종일반주거지역,0
100261970,58,1,Y,2,집합,경기도 부천시 고강동 561번지, 경기도 부천시 지양로158번길 41,12100,0,561,0,0,12101,185.47,59.26,592.73,592.73,189.37,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(단지형다세대),10,(철근)콘크리트,철근콘크리트(평스라브),10,15.2,5,0,1,0,0,0,592.73,0,0,0,0,0,0,10,164.95,20160830,0,313.08,제1종일반주거지역,0
225392,58,1,N,2,집합,경기도 부천시 고강동 574-10번지, 경기도 부천시 지양로176번길 32,12100,0,574,10,0,12101,71.21,33.18,211.86,141.24,65.82,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,평스라브,6,7.7,2,1,0,0,0,0,211.86,0,0,0,0,0,0,0,0,19900426,1,214.56,제1종일반주거지역,0
225340,58,1,N,2,집합,경기도 부천시 고강동 563-3번지, 경기도 부천시 지양로166번길 18,12100,0,563,3,0,12101,165.26,38.52,658.2,538.78,125.59,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,10,12.8,4,1,0,0,0,0,658.2,0,0,0,0,0,0,10,115,19970603,0,429.12,제1종일반주거지역,0
225385,58,1,N,2,집합,경기도 부천시 고강동 574-2번지, 경기도 부천시 지양로170번길 29-5,12100,0,574,2,0,12101,96.72,38.52,290.16,193.44,77.04,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,290.16,0,0,0,0,0,0,0,0,19900425,1,251.26,제1종일반주거지역,0
225338,58,1,N,2,집합,경기도 부천시 고강동 562-8번지, 경기도 부천시 지양로162번길 35-4,12100,0,562,8,0,12101,82.08,37.92,246.24,164.16,75.85,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,246.24,0,0,0,0,0,0,0,0,19900517,1,216.54,제1종일반주거지역,0
225339,58,1,N,2,집합,경기도 부천시 고강동 563-1번지, 경기도 부천시 지양로162번길 21,12100,0,563,1,0,12101,82.4,37.97,247.2,164.8,75.94,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,247.2,0,0,0,0,0,0,0,0,19900928,1,216.87,제1종일반주거지역,0
225378,58,1,N,2,집합,경기도 부천시 고강동 572-3번지, 경기도 부천시 지양로176번길 6,12100,0,572,3,0,12101,78.72,37.56,236.16,157.44,75.11,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,236.16,0,0,0,0,0,0,0,0,19900908,1,209.6,제1종일반주거지역,0
225255,58,1,N,2,집합,경기도 부천시 고강동 425-23번지, 경기도 부천시 지양로158번길 63-5,12100,0,425,23,0,12101,87.9,38.02,263.7,175.8,76.04,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,263.7,0,0,0,0,0,0,0,0,19910212,1,231.09,제1종일반주거지역,0
225256,58,1,N,2,집합,경기도 부천시 고강동 425-24번지, 경기도 부천시 지양로158번길 63-3,12100,0,425,24,0,12101,87.6,38.04,262.8,175.2,76.07,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.9,2,1,0,0,0,0,262.8,0,0,0,0,0,0,0,0,19910419,1,230.43,제1종일반주거지역,0
225226,58,1,N,2,집합,경기도 부천시 고강동 423-3번지, 경기도 부천시 지양로158번길 86-5,12100,0,423,3,0,12101,76.32,37.95,228.96,152.64,75.9,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,228.96,0,0,0,0,0,0,0,0,19910130,1,201,제1종일반주거지역,0
225230,58,1,N,2,집합,경기도 부천시 고강동 424-2번지, 경기도 부천시 지양로158번길 71-1,12100,0,424,2,0,12101,138,45.67,603.3,482.64,159.71,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,평스라브,10,11.7,4,1,0,0,0,0,603.3,0,0,0,0,0,0,5,57.5,20000608,0,302.17,제1종일반주거지역,0
225231,58,1,N,2,집합,경기도 부천시 고강동 424-4번지, 경기도 부천시 지양로158번길 79,12100,0,424,4,0,12101,81.96,37.96,245.88,163.92,75.92,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브위기와,6,0,2,1,0,0,0,0,245.88,0,0,0,0,0,0,0,0,19891206,1,215.88,제1종일반주거지역,0
225342,58,1,N,2,집합,경기도 부천시 고강동 563-5번지, 경기도 부천시 지양로166번길 28,12100,0,563,5,0,12101,102.86,38.42,298.08,198.72,74.23,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,평스라브,6,7.7,2,1,0,0,0,0,298.08,0,0,0,0,0,0,0,0,19900427,1,267.79,제1종일반주거지역,0
225229,58,1,N,2,집합,경기도 부천시 고강동 424-1번지, 경기도 부천시 지양로158번길 83,12100,0,424,1,0,12101,83.06,37.93,249.18,166.12,75.85,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,249.18,0,0,0,0,0,0,0,0,19891205,1,218.86,제1종일반주거지역,0
225223,58,1,N,2,집합,경기도 부천시 고강동 423-1번지, 경기도 부천시 지양로152번길 107,12100,0,423,1,0,12101,101.16,16.74,449.1,404.64,66.95,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택 (8세대),10,(철근)콘크리트,스라브,8,0,4,1,0,0,0,0,449.1,0,0,0,0,0,0,0,0,19920522,0,604.34,제1종일반주거지역,0
225345,58,1,N,2,집합,경기도 부천시 고강동 564-1번지, 경기도 부천시 지양로162번길 5,12100,0,564,1,0,12101,76.76,37.89,230.28,153.52,75.77,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,230.28,0,0,0,0,0,0,0,0,19910408,1,202.66,제1종일반주거지역,0
225346,58,1,N,2,집합,경기도 부천시 고강동 564-3번지, 경기도 부천시 지양로166번길 10,12100,0,564,3,0,12101,86.6,37.17,259.8,173.2,74.33,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,8.9,2,1,0,0,0,0,259.8,0,0,0,0,0,0,0,0,19910627,1,233.07,제1종일반주거지역,0
225224,58,1,N,2,집합,경기도 부천시 고강동 423-1번지, 경기도 부천시 지양로152번길 107,12100,0,423,1,0,12101,107.1,17.72,451.38,418.68,69.27,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택 8세대,10,(철근)콘크리트,스라브,8,0,4,1,0,0,0,0,451.38,0,0,0,0,0,0,0,0,19920522,0,604.34,제1종일반주거지역,0
225377,58,1,N,2,집합,경기도 부천시 고강동 572-2번지, 경기도 부천시 지양로176번길 2,12100,0,572,2,0,12101,124.28,52.22,537.43,423.42,177.91,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,10,12.8,4,1,0,0,0,0,537.43,0,0,0,0,0,0,5,58,20020302,0,238.03,제1종일반주거지역,0
225390,58,1,N,2,집합,경기도 부천시 고강동 574-8번지, 경기도 부천시 지양로176번길 26,12100,0,574,8,0,12101,79.26,37.92,237.78,158.52,75.85,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,237.78,0,0,0,0,0,0,0,0,19900724,1,208.94,제1종일반주거지역,0
225227,58,1,N,2,집합,경기도 부천시 고강동 423-4번지, 경기도 부천시 지양로158번길 86-1,12100,0,423,4,0,12101,98.37,37.76,295.11,196.74,75.52,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,9,7.7,2,1,0,0,0,0,295.11,0,0,0,0,0,0,0,0,19910130,1,260.51,제1종일반주거지역,0
225228,58,1,N,2,집합,경기도 부천시 고강동 424번지, 경기도 부천시 지양로158번길 85,12100,0,424,0,0,12101,60.04,37.67,293.77,241.59,151.56,11,벽돌구조,R.C조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,5,12.8,4,1,0,0,0,0,293.77,0,0,0,0,0,0,2,23,19940927,1,159.35,제1종일반주거지역,0
225242,58,1,N,2,집합,경기도 부천시 고강동 425-5번지, 경기도 부천시 지양로158번길 47,12100,0,425,5,0,12101,81.52,38.29,240.56,161.04,75.64,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,1,2,240.56,0,0,0,0,0,0,0,0,19890605,1,212.91,제1종일반주거지역,0
225243,58,1,N,2,집합,경기도 부천시 고강동 425-6번지, 경기도 부천시 지양로158번길 45,12100,0,425,6,1,12101,135.39,81.41,590.88,541.56,325.65,21,철근콘크리트구조,라멘조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,12,0,4,1,0,0,0,0,590.88,0,0,0,0,0,0,0,0,19910912,0,382.5,제1종일반주거지역,0
225244,58,1,N,2,집합,경기도 부천시 고강동 425-7번지, 경기도 부천시 지양로158번길 49-5,12100,0,425,7,0,12101,80.81,37.94,238.43,159.62,74.94,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,1,2,238.43,0,0,0,0,0,0,0,0,19890707,1,212.91,제1종일반주거지역,0
225232,58,1,N,2,집합,경기도 부천시 고강동 424-5번지, 경기도 부천시 지양로158번길 77,12100,0,424,5,0,12101,88.68,37.91,266.04,177.36,75.83,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,266.04,0,0,0,0,0,0,0,0,19891125,1,234.06,제1종일반주거지역,0
225343,58,1,N,2,집합,경기도 부천시 고강동 563-6번지, 경기도 부천시 지양로166번길 27-6,12100,0,563,6,0,12101,91.47,38.29,274.41,182.94,76.58,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,274.41,0,0,0,0,0,0,0,0,19900616,1,239.02,제1종일반주거지역,0
225344,58,1,N,2,집합,경기도 부천시 고강동 564번지, 경기도 부천시 지양로162번길 9,12100,0,564,0,0,12101,80.3,37.7,240.9,160.6,75.4,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,240.9,0,0,0,0,0,0,0,0,19910607,1,212.91,제1종일반주거지역,0
225249,58,1,N,2,집합,경기도 부천시 고강동 425-17번지, 경기도 부천시 지양로158번길 55-5,12100,0,425,17,0,12101,83.52,37.96,250.56,167.04,75.93,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,8.1,2,1,0,0,0,0,250.56,0,0,0,0,0,0,0,0,19910123,1,219.85,제1종일반주거지역,0
225250,58,1,N,2,집합,경기도 부천시 고강동 425-18번지, 경기도 부천시 지양로158번길 55-7,12100,0,425,18,0,12101,99,36.93,297,198,73.85,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,8.1,2,1,0,0,0,0,297,0,0,0,0,0,0,0,0,19910128,1,268.12,제1종일반주거지역,0
225251,58,1,N,2,집합,경기도 부천시 고강동 425-19번지, 경기도 부천시 지양로158번길 57,12100,0,425,19,0,12101,88.08,37.62,264.24,176.16,75.25,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.9,2,1,0,0,0,0,264.24,0,0,0,0,0,0,0,0,19910131,1,234.06,제1종일반주거지역,0
225225,58,1,N,2,집합,경기도 부천시 고강동 423-2번지, 경기도 부천시 지양로152번길 103,12100,0,423,2,0,12101,75.48,38,226.44,150.96,76.01,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,226.44,0,0,0,0,0,0,0,0,19910130,1,198.69,제1종일반주거지역,0
225253,58,1,N,2,집합,경기도 부천시 고강동 425-21번지, 경기도 부천시 지양로158번길 55-8,12100,0,425,21,0,12101,99.12,35.53,297.36,198.24,71.05,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.9,2,1,0,0,0,0,297.36,0,0,0,0,0,0,0,0,19910204,1,279.03,제1종일반주거지역,0
225254,58,1,N,2,집합,경기도 부천시 고강동 425-22번지, 경기도 부천시 지양로158번길 63-7,12100,0,425,22,0,12101,77.58,37.44,232.74,155.16,74.88,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,232.74,0,0,0,0,0,0,0,0,19910212,1,207.29,제1종일반주거지역,0
225336,58,1,N,2,집합,경기도 부천시 고강동 562-6번지, 경기도 부천시 지양로162번길 35-3,12100,0,562,6,0,12101,82.08,37.72,246.24,164.16,75.44,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.9,2,1,0,0,0,0,246.24,0,0,0,0,0,0,0,0,19900517,1,217.53,제1종일반주거지역,0
225337,58,1,N,2,집합,경기도 부천시 고강동 562-7번지, 경기도 부천시 지양로162번길 35-5,12100,0,562,7,0,12101,99.54,26.25,298.62,199.08,52.5,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,9.3,2,1,0,0,0,0,298.62,0,0,0,0,0,0,0,0,19900612,1,379.2,제1종일반주거지역,0
225351,58,1,N,2,집합,경기도 부천시 고강동 566-1번지, 경기도 부천시 지양로166번길 11,12100,0,566,1,0,12101,80.06,37.01,240.18,160.12,74.03,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,0,0,240.18,0,0,0,0,0,0,0,0,19890925,1,216.21,제1종일반주거지역,0
225352,58,1,N,2,집합,경기도 부천시 고강동 566-2번지, 경기도 부천시 지양로166번길 7,12100,0,566,2,0,12101,80.06,39.73,397.74,316.8,157.22,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,8,0,4,1,0,0,0,0,397.74,0,0,0,0,0,0,0,0,19920325,0,201.67,제1종일반주거지역,0
225353,58,1,N,2,집합,경기도 부천시 고강동 566-5번지, 경기도 부천시 지양로170번길 16,12100,0,566,5,0,12101,76.8,38.23,230.4,153.6,76.46,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,230.4,0,0,0,0,0,0,0,0,19900622,1,201,제1종일반주거지역,0
225341,58,1,N,2,집합,경기도 부천시 고강동 563-4번지, 경기도 부천시 지양로166번길 26,12100,0,563,4,0,12101,80.82,37.59,242.46,161.64,75.18,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,242.46,0,0,0,0,0,0,0,0,19901101,1,214.89,제1종일반주거지역,0
225233,58,1,N,2,집합,경기도 부천시 고강동 424-6번지, 경기도 부천시 지양로158번길 75,12100,0,424,6,0,12101,75.4,37.72,226.2,150.8,75.44,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브위기와,6,0,2,1,0,0,0,0,226.2,0,0,0,0,0,0,0,0,19891205,1,200.01,제1종일반주거지역,0
225234,58,1,N,2,집합,경기도 부천시 고강동 424-7번지, 경기도 부천시 지양로158번길 75-1,12100,0,424,7,0,12101,90.78,37.98,272.34,181.56,75.97,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브4,6,0,2,1,0,0,0,0,272.34,0,0,0,0,0,0,0,0,19891214,1,239.02,제1종일반주거지역,0
225386,58,1,N,2,집합,경기도 부천시 고강동 574-3번지, 경기도 부천시 지양로176번길 32-1,12100,0,574,3,0,12101,86.15,37.57,256.77,171.18,74.65,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,256.77,0,0,0,0,0,0,0,0,19900403,1,229.11,제1종일반주거지역,0
225387,58,1,N,2,집합,경기도 부천시 고강동 574-4번지, 경기도 부천시 지양로172번길 29,12100,0,574,4,0,12101,77.04,37.76,231.12,154.08,75.53,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,231.12,0,0,0,0,0,0,0,0,19901026,1,203.98,제1종일반주거지역,0
225388,58,1,N,2,집합,경기도 부천시 고강동 574-5번지, 경기도 부천시 지양로172번길 25,12100,0,574,5,0,12101,80.38,38,241.14,160.76,76.01,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,241.14,0,0,0,0,0,0,0,0,19900714,1,211.58,제1종일반주거지역,0
225389,58,1,N,2,집합,경기도 부천시 고강동 574-7번지, 경기도 부천시 지양로176번길 22,12100,0,574,7,0,12101,79.92,38.06,239.76,159.84,76.11,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.9,2,1,0,0,0,0,239.76,0,0,0,0,0,0,0,0,19900825,1,209.93,제1종일반주거지역,0
225348,58,1,N,2,집합,경기도 부천시 고강동 565번지, 경기도 부천시 지양로166번길 3,12100,0,565,0,0,12101,64.78,37.64,194.34,129.56,75.28,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.1,2,1,0,0,0,0,194.34,0,0,0,0,0,0,0,0,19900830,1,172.24,제1종일반주거지역,0
225391,58,1,N,2,집합,경기도 부천시 고강동 574-9번지, 경기도 부천시 지양로176번길 28,12100,0,574,9,0,12101,77.04,37.91,231.12,154.08,75.83,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,7.7,2,1,0,0,0,0,231.12,0,0,0,0,0,0,0,0,19901112,1,203.32,제1종일반주거지역,0
225350,58,1,N,2,집합,경기도 부천시 고강동 566번지, 경기도 부천시 지양로166번길 13,12100,0,566,0,0,12101,77.28,38.95,231.12,154.08,77.66,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,평스라브,6,7.7,2,1,0,0,0,0,231.12,0,0,0,0,0,0,0,0,19900925,1,198.36,제1종일반주거지역,0
225406,58,1,N,2,집합,경기도 부천시 고강동 577-4번지, 경기도 부천시 지양로178번길 11,12100,0,577,4,0,12101,93.6,35.81,489.06,374.4,143.23,21,철근콘크리트구조,라멘조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,8,0,4,1,0,0,0,0,489.06,0,0,0,0,0,0,0,0,19910912,0,261.5,제1종일반주거지역,0
225407,58,1,N,2,집합,경기도 부천시 고강동 577-5번지, 경기도 부천시 지양로178번길 7,12100,0,577,5,0,12101,90,35.31,480,360,141.23,21,철근콘크리트구조,라멘조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,8,0,4,1,0,0,0,0,480,0,0,0,0,0,0,0,0,19910912,0,254.89,제1종일반주거지역,0
225408,58,1,N,2,집합,경기도 부천시 고강동 577-6번지, 경기도 부천시 지양로178번길 3,12100,0,577,6,0,12101,129.6,36.76,602.64,518.4,147.02,21,철근콘크리트구조,라멘조,2000,공동주택,다세대주택(12세대),10,(철근)콘크리트,스라브,12,0,4,1,0,0,0,0,602.64,0,0,0,0,0,0,0,0,19911104,0,352.75,제1종일반주거지역,0
225354,58,1,N,2,집합,경기도 부천시 고강동 567번지, 경기도 부천시 지양로166번길 27,12100,0,567,0,0,12101,86.4,37.89,259.2,172.8,75.79,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.8,2,1,0,0,0,0,259.2,0,0,0,0,0,0,0,0,19901012,1,228.11,제1종일반주거지역,0
225247,58,1,N,2,집합,경기도 부천시 고강동 425-10번지, 경기도 부천시 지양로158번길 49-8,12100,0,425,10,0,12101,81.4,39.98,240.2,160.8,78.98,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,2,1,0,0,1,2,240.2,0,0,0,0,0,0,0,0,19890707,1,203.65,제1종일반주거지역,0
225248,58,1,N,2,집합,경기도 부천시 고강동 425-16번지, 경기도 부천시 지양로158번길 55,12100,0,425,16,0,12101,83.52,37.95,250.56,167.04,75.89,11,벽돌구조,연와조,2000,공동주택,다세대 주택,10,(철근)콘크리트,스라브,6,8.1,2,1,0,0,0,0,250.56,0,0,0,0,0,0,0,0,19910122,1,220.18,제1종일반주거지역,0
225235,58,1,N,2,집합,경기도 부천시 고강동 424-8번지, 경기도 부천시 지양로158번길 63-4,12100,0,424,8,0,12101,83.16,37.94,249.48,166.32,75.88,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,7.6,2,1,0,0,0,0,249.48,0,0,0,0,0,0,0,0,19900518,1,219.19,제1종일반주거지역,0
